candidateId,originalCandidateId,officialReportTitle,agency,year,aircraft,operationType,officialUrl,whyUsefulForSERA,factualDataAvailable,likelyHumanFactorAxis,sourceConfidence,notes,downloadStatus,finalUrl,contentType,localFile,txtFile,fileSizeBytes,sha256,textExtractionStatus,notesArchive
NEW50-11,11,Delta Air Lines Flight 191 – L-1011 DFW Microburst Accident 1985 (NTSB AAR-86/05),NTSB (USA),1986,Lockheed L-1011 TriStar,Part 121 passenger,https://commons.wikimedia.org/wiki/File:Delta-Air-Lines-Flight-191-NTSB-Final-Report-AAR-86-05.pdf,Entrada em microburst em aproximação com consciência limitada de windshear na época; muito bom para SA meteorológica e decisões de aproximação.,"CVR/FDR, dados de vento e radar meteorológico, timeline de penetração em shear.",SA meteorológica; objetivo de pousar apesar da célula convectiva; ações de potência e atitude em resposta a shear.,HIGH,"Caso clássico de windshear, precedente para políticas modernas de evitamento.",DOWNLOADED,https://commons.wikimedia.org/wiki/File:Delta-Air-Lines-Flight-191-NTSB-Final-Report-AAR-86-05.pdf,text/html; charset=UTF-8,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-11__1986__NTSB-USA__Lockheed-L-1011-TriStar__Delta-Air-Lines-Flight-191-L-1011-DFW-Micro.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-11__1986__NTSB-USA__Lockheed-L-1011-TriStar__Delta-Air-Lines-Flight-191-L-1011-DFW-Micro.txt,104519,d0dbb9aad1df6c712000f15f84685aae26685ac71efd54356f23c6006499ae63,TXT_EXTRACTION_FAILED_OR_SKIPPED,
NEW50-12,12,"Air Florida Flight 90 – Boeing 737-222, Washington National 1982 (NTSB AAR-82/08)",NTSB (USA),1982,Boeing 737-222,Part 121 passenger,https://www.ntsb.gov/investigations/accidentreports/reports/aar8208.pdf,"Decolagem com gelo na asa, potência inadequada e anti-ice mal utilizado; excelente para HF de operações de inverno e monitoramento de performance.","CVR/FDR, sequência de de-icing, parâmetros de potência e climb-out.","Percepção de gelo/performance; objetivo de decolar apesar de atrasos; ações de potência, anti-ice e rejeição/não-rejeição.",HIGH,"Referência em cultura de gelo, treinamento e disciplina operacional.",DOWNLOADED,https://www.ntsb.gov/investigations/accidentreports/reports/aar8208.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-12__1982__NTSB-USA__Boeing-737-222__Air-Florida-Flight-90-Boeing-737-222-Washi.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-12__1982__NTSB-USA__Boeing-737-222__Air-Florida-Flight-90-Boeing-737-222-Washi.txt,7754445,0d2692777ea21e65b25fbb91b9f461df78478fa211ca64bb2f7a2bb06103437a,TXT_EXTRACTED,
NEW50-13,13,Eastern Air Lines Flight 401 – L-1011 CFIT Everglades 1972 (NTSB Aircraft Accident Report),NTSB (USA),1973,Lockheed L-1011-1 TriStar,Part 121 passenger,https://www.faa.gov/sites/faa.gov/files/2022-11/Eastern_Air_Lines_Flight_401_Accident_Report.pdf,"Tripulação distraída com lâmpada de trem de pouso, perda gradual de altitude não monitorada até CFIT; arquétipo de fixação e perda de SA.","CVR/FDR, timeline de troubleshooting do trem, perfil de altitude, comunicações.",SA de altitude; objetivo de resolver pane menor; ações/omissões de monitoramento e configuração de AP.,HIGH,"Fundamental para ensino de CRM e “aviate, navigate, communicate”.",DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
NEW50-14,14,"USAir Flight 1493 – Runway Collision with SkyWest 5569, LAX 1991 (NTSB AAR-91/08)",NTSB (USA),1991,Boeing 737-300 / Fairchild Metroliner SA-227-AC,Part 121 passenger + commuter,https://www.faa.gov/sites/faa.gov/files/2022-11/aar91-08.pdf,"Colisão em pista com forte componente HF em torre (strip, scanning, coordenação) e tripulação (SA de pista/TCAS).","AAR completo com CVR, gravações ATC, reconstrução de ocupação de pista.","SA em solo (ATC e cockpit); objetivo de manter fluxo; ações de autorização, leitura de backtrack/linha de espera.",HIGH,Muito útil para SERA além da cabine (ATC/torre).,DOWNLOADED,https://www.faa.gov/sites/faa.gov/files/2022-11/aar91-08.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-14__1991__NTSB-USA__Boeing-737-300-Fairchild-Metroliner-SA-227-AC__USAir-Flight-1493-Runway-Collision-with-Sky.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-14__1991__NTSB-USA__Boeing-737-300-Fairchild-Metroliner-SA-227-AC__USAir-Flight-1493-Runway-Collision-with-Sky.txt,8328299,66821145a42ed227834a212bcb2db7883792eab2590777dc8984c15ddf91bdbc,TXT_EXTRACTED,
NEW50-15,15,US Airways Flight 1549 – A320-214 Ditching Hudson River 2009 (NTSB AAR-10/03),NTSB (USA),2010,Airbus A320-214,Part 121 passenger,https://www.ntsb.gov/investigations/accidentreports/reports/aar1003.pdf,"Ditching bem-sucedido após perda de ambos motores; excelente “gold standard” de SA, coordenação e decisão sob tempo extremamente limitado.","CVR/FDR, timeline de bird strike, falha dupla, decisão de ditching e execução.","Emergency SA; redefinição rápida de objetivo; ações de glide, configuração e amerrissagem.",HIGH,Bom caso positivo de HF para contrastar com acidentes.,DOWNLOADED,https://www.ntsb.gov/investigations/accidentreports/reports/aar1003.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-15__2010__NTSB-USA__Airbus-A320-214__US-Airways-Flight-1549-A320-214-Ditching-Hu.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-15__2010__NTSB-USA__Airbus-A320-214__US-Airways-Flight-1549-A320-214-Ditching-Hu.txt,5994104,fe9e1733e8400f3ea9ce0832f36d934c829ac369e8a66765dc423d18973640ef,TXT_EXTRACTED,
NEW50-16,16,Qantas Flight 32 – In-flight Uncontained Engine Failure A380 VH-OQA 2010 (ATSB AO-2010-089),ATSB Australia,2013,Airbus A380-842,International passenger,https://www.atsb.gov.au/news/2022/flight-uncontained-engine-failure-airbus-a380,"Falha catastrófica de motor com danos extensos e gerenciamento de sistemas extremamente complexo, bom para workload, priorização e uso de checklist.","Relatório ATSB com sequência de mensagens ECAM, danos de sistema, timeline até o pouso seguro.","Systems/SA; objetivo de estabilizar antes de pousar; ações de checklist, delegação e configuração.",HIGH,Caso de referência em “good CRM” em cenário hipercomplexo.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,timeout('The read operation timed out')
NEW50-17,17,"Air Canada Flight 143 – Gimli Glider, Boeing 767-233 C-GAUN 1983 (ASB Canada A83H0002)",Aviation Safety Board Canada (pre-TSB),1985,Boeing 767-233,Scheduled passenger,https://aviation-safety.net/reports/1983/19830723-0_B762_C-GAUN.pdf,"Pane seca em cruzeiro por erro de combustível (kg vs lb) e pouso de planador; muito útil para HF em planejamento, cross-check e improviso.","Dados de voo, cálculo de combustível, reconstrução de planagem e pouso em pista desativada.","Planejamento/SA de combustível; objetivo de completar rota; ações de cálculo, monitoramento e gerenciamento de energia sem motores.",HIGH,Bom para SERA em nível de sistema (planejamento) e execução (voo planado).,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
NEW50-18,18,Air Inter Flight 148 – Airbus A320-111 F-GGED Mont Sainte-Odile 1992 (BEA/AAIU France),BEA France,1993,Airbus A320-111,Domestic scheduled passenger,https://aaiu.ie/foreign_reports_fr/final-report-accident-to-airbus-a320-111-f-gged-air-inter-flight-148-mont-sainte-odile,"CFIT em STAR não-precision com confusão de modo de piloto automático (VS vs FPA) e desenho de interface, além de SA de terreno.","Dados FDR, reconstrução 3D da trajetória, perfis de VS/FPA, meteorologia.",Mode/SA; objetivo de seguir perfil de descida; ações de seleção de modo e resposta a avisos.,HIGH,Uno dos primeiros casos “clássicos” de interface A320 vs modelo mental.,DOWNLOADED,https://aaiu.ie/,text/html; charset=UTF-8,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-18__1993__BEA-France__Airbus-A320-111__Air-Inter-Flight-148-Airbus-A320-111-F-GGED.html,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-18__1993__BEA-France__Airbus-A320-111__Air-Inter-Flight-148-Airbus-A320-111-F-GGED.txt,201498,ac8c02924c5bc64787cd319f03664381bb2a485a430143793b1399a4bca1cc59,TXT_EXTRACTED,
NEW50-19,19,"Cougar Helicopters Flight 91 – Sikorsky S-92A C-GZCH, Main Gearbox Malfunction/Collision with Water 2009 (TSB A09A0016)",TSB Canada,2011,Sikorsky S-92A,Offshore helicopter transport/HEMS,https://www.bst-tsb.gc.ca/eng/rapports-reports/aviation/2009/a09a0016/A09A0016.pdf,"Falha de MGB com decisão de retornar à base em vez de ditch imediato; ótimo para SA de falha crítica, política vs realidade e execução de procedimentos.","FDR/CVR, parâmetros de MGB, timeline de retorno/descida/impacto.",Failure/SA; objetivo de voltar em vez de ditch; ações de altitude/velocidade/checklist.,HIGH,Rotorcraft offshore HF case bem profundo.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
NEW50-20,20,"Pel-Air VH-NGA – Fuel Planning, Weather-related Event and Ditching near Norfolk Island 2009 (ATSB AO-2009-072)",ATSB Australia,2017,IAI Westwind 1124A,Aeromedical/air ambulance,https://www.atsb.gov.au/investigations/ao-2009-072,"Planejamento de combustível inadequado, previsão meteorológica e múltiplas aproximações frustradas antes de ditch noturno; riquíssimo em HF de despacho e decisão em rota.","Factual extenso com planejamento, fluxo de informação meteorológica, quatro aproximações e timeline até o ditch.","Planejamento/SA; objetivo de completar missão médica; ações de combustível, alternates e aproximações sucessivas.",HIGH,"Caso emblemático de oversight, política e decisão na aviação aeromédica.",DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,timeout('The read operation timed out')
NEW50-21,21,Eurocopter AS332 L2 Super Puma G-WNSB – Sumburgh offshore approach 2013 (AAIB AAR 1/2016),AAIB UK,2016,Eurocopter AS332 L2 Super Puma,Offshore oil-and-gas transport,https://www.gov.uk/aaib-reports/aircraft-accident-report-aar-1-2016-g-wnsb-23-august-2013,"Aproximação não-precision offshore com monitoração deficiente de instrumentos, entrada em estado de baixa energia e impacto no mar; riquíssimo em SA, SOP e uso de automação.","Relatório AAIB com dados de gravador de voo, reconstrução do perfil de aproximação, uso de modos automáticos e cronologia até o impacto.","SA de energia/altitude; objetivo de completar aproximação em meteorologia marginal; ações de modo de AFCS, atitude e potência.",HIGH,"Caso-chave em helicópteros offshore, frequentemente citado em discussões de HF e automação.",DOWNLOADED,https://www.gov.uk/aaib-reports/aircraft-accident-report-aar-1-2016-g-wnsb-23-august-2013,text/html; charset=utf-8,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-21__2016__AAIB-UK__Eurocopter-AS332-L2-Super-Puma__Eurocopter-AS332-L2-Super-Puma-G-WNSB-Sumbu.html,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-21__2016__AAIB-UK__Eurocopter-AS332-L2-Super-Puma__Eurocopter-AS332-L2-Super-Puma-G-WNSB-Sumbu.txt,87705,1b543652353f563069fd718926948e0a8d430395281a2438d2b2bd12d8a7e489,TXT_EXTRACTED,
NEW50-22,22,Eurocopter AS332 L2 Super Puma G-REDL – North Sea 2009 (AAIB 2/2011),AAIB UK,2011,Eurocopter AS332 L2 Super Puma,Offshore shuttle to platforms,https://www.gov.uk/aaib-reports/2-2011-eurocopter-as332-l2-super-puma-g-redl-1-april-2009,"Falha catastrófica de caixa de transmissão principal em voo de shuttle offshore; utilidade para SERA em gestão de emergência, decisão de rota/altitude e percepção de sinais prévios.","Dados de gravadores, exames metalúrgicos, timeline da falha e perda de controle.",Failure/SA; objetivo original de transporte rotineiro; ações diante de vibrações/sinais prévios (limitados) e gestão pós-falha.,HIGH,Complementa LN-OJF e G-WNSB como trilogia de Super Puma offshore.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
NEW50-23,23,Airbus Helicopters EC225 LP LN-OJF – Turøy Norway 2016 (AIBN Report 2018),AIBN Norway,2018,Airbus EC225 LP Super Puma,Offshore shuttle,https://www.faa.gov/sites/faa.gov/files/2023-04/2018-04_LN-OJF.pdf,"Falha de MRGB com separação de rotor e perda instantânea de controle; relevante para SERA em limites de ação humana, percepção de risco e HF organizacional.","Gravadores de voo, análise estrutural, timeline curta de falha e impacto.","System/failure SA; pouco espaço para atuação de comando, mas forte para eixo organizacional e de certificação.",HIGH,"Use como caso de “não há tempo hábil de resposta”, útil para contraste com outros que têm margem.",DOWNLOADED,https://www.faa.gov/sites/faa.gov/files/2023-04/2018-04_LN-OJF.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-23__2018__AIBN-Norway__Airbus-EC225-LP-Super-Puma__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-No.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-23__2018__AIBN-Norway__Airbus-EC225-LP-Super-Puma__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-No.txt,8108446,94b737306a2c34b4f4a8ed6f02f6afeda5647ae6b09e258b5cf241d3b9e0a066,TXT_EXTRACTED,
NEW50-24,24,"Aviation Investigation Report A13W0070 – Bell 206B C-FZWB, Fort McMurray AB 2013",TSB Canada,2015,Bell 206B,Helicopter wildlife survey (commercial),https://www.tsb.gc.ca/eng/rapports-reports/aviation/2013/a13w0070/a13w0070.htm,"Perda de effectiveness de rotor de cauda durante operação de survey baixa altura; bom para SERA em percepção de limites aerodinâmicos, seleção de ponto de pouso e resposta a rotação não comandada.","TSB descreve dados de voo, condições de vento, manobras de baixa velocidade e cronologia até colisão com vegetação.",Attitude/SA; objetivo de encontrar local de pouso; ações em pedal/power e escolha de manobra em regime crítico de rotor de cauda.,HIGH,"Helicóptero leve, ambiente remoto, bom contraexemplo a casos offshore de grande porte.",DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
NEW50-25,25,"AO-2019-050 – Bell UH-1H VH-UVC, loss of control and collision with water near Anna Bay NSW 2019",ATSB Australia,2021,Bell UH-1H,Helicopter private/charter scenic,https://www.atsb.gov.au/publications/investigation_reports/2019/aair/ao-2019-050,"Voo noturno VFR sobre o mar, entrada inadvertida em IMC, desorientação espacial e colisão com água; ótimo para SA visual vs instrumentos e limites de proficiência IFR.","Relatório ATSB com análise de meteorologia, dados de radar e reconstrução de trajetória/atitudes.",Environmental/attitude SA; objetivo de continuar voo VFR; ações de controle em IMC sem proficiência adequada.,HIGH,É um “teaching case” claro de VFR into IMC em helicóptero.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,timeout('The read operation timed out')
NEW50-26,26,"Loss of control in flight involving Leonardo AW139 VH-EXK, 19 km east of Longford Heliport VIC 2024",ATSB Australia,2025,Leonardo AW139,Offshore industry support/hoist training,https://www.atsb.gov.au/news/2025/spatial-disorientation-after-losing-visual-reference,"Treino de guincho offshore com entrada inadvertida em nevoeiro, desorientação espacial do instructor e intervenção do comandante; muito forte para interações automação/piloto e recuperação de IMC inadvertido.","Relatório com uso de dados de voo (pitch/altitude/velocidade), sequência de alertas de terreno e ações do piloto/AFCS.",Attitude/SA; objetivo de manter perfil de hoist VFR; ações de controle e uso de piloto automático na recuperação.,HIGH,Bom exemplo de uso correto de automação para sair de situação instável.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,timeout('The read operation timed out')
NEW50-27,27,"AB-2024-051 – VFR into IMC involving Leonardo AW139, 11 km ENE of Sydney Airport 2024",ATSB Australia,2025,Leonardo AW139,SAR/Part 138 aerial work,https://www.atsb.gov.au/occurrence-briefs/ab-2024-051,"Serious incident de AW139 de SAR que entra em IMC inadvertido com porta aberta e excede limites de velocidade; embora seja occurrence brief, há dados de perfil e atitudes úteis.","Occurrence brief com descrição de climb, atitudes, uso de autopilot e percepção tardia da condição da porta.","Environmental/attitude SA; objetivo de manter missão de resgate; ações de potência, pitch e correção de overspeed com configuração anormal.",MEDIUM,"Menos detalhado que acidentes com relatório completo, mas muito focado em HF de IMC inadvertido.",DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,timeout('The read operation timed out')
NEW50-28,28,Air transportation safety investigation report A21C0038 – AS350 B2 C-FYDA Griffith Island 2021,TSB Canada,2024,Airbus AS350 B2,VFR commercial helicopter,https://www.tsb.gc.ca/eng/rapports-reports/aviation/2021/A21C0038/A21C0038.htm,"CFIT de helicóptero em ambiente ártico com entrada inadvertida em IMC/snow, tratando diretamente de IIMC e mitigação organizacional.","TSB fornece reconstrução de trajetória, condições meteorológicas, tipo de operação e findings HF explícitos.",Environmental SA; objetivo de continuar voo VFR; ações em seleção de rota/altitude e resposta a perda de referências.,HIGH,Bom para eixo VFR/IIMC e cultura de operador.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
