batch,candidateId,title,aircraft,year,originalUrl,originalFailure,recoveredUrl,recoveredSourceType,confidence,downloadAttempted,downloadStatus,localFile,txtFile,textExtractionStatus,notes
A4R111,38,Eastern Air Lines Flight 401 – L-1011 Everglades CFIT,Lockheed L-1011-1,1973,https://www.faa.gov/sites/faa.gov/files/Eastern_Air_Lines_Flight_401.pdf,HTTPError 404,https://www.ntsb.gov/investigations/AccidentReports/Reports/AAR7314.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/38__1973__NTSB-USA__Lockheed-L-1011-1__NTSB-AAR-73-14-Eastern-401.pdf,a4r111-recovered-pool-txt/38__1973__NTSB-USA__Lockheed-L-1011-1__NTSB-AAR-73-14-Eastern-401.txt,TXT_EXTRACTION_FAILED,PDF is scanned images (CCITTFaxDecode). OCR needed.
A4R111,40,Delta Air Lines Flight 191 – NTSB AAR-86/05,Lockheed L-1011-385-1,1986,https://commons.wikimedia.org/wiki/File:Delta-Air-Lines-Flight-191-NTSB-Final-Report-AAR-86-05.pdf,TXT_EXTRACTION_FAILED_OR_SKIPPED (HTML instead of PDF),https://www.ntsb.gov/investigations/AccidentReports/Reports/AAR8605.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.pdf,a4r111-recovered-pool-txt/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.txt,TXT_EXTRACTION_FAILED,PDF is scanned images. Previous download was Wikimedia HTML page. OCR needed.
A4R111,41,Qantas Flight 32 – A380 VH-OQA (ATSB AO-2010-089),Airbus A380-842,2013,https://www.atsb.gov.au/news/2022/flight-uncontained-engine-failure-airbus-a380,timeout,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-089,OFFICIAL_DATABASE_PAGE,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,ATSB website unreachable from environment. PDF at https://www.atsb.gov.au/sites/default/files/media/4173625/ao-2010-089_final.pdf
A4R111,42,TSB A21P0018 – Collision with Terrain Bowen Island BC,Bell 212,2022,https://www.tsb.gc.ca/eng/rapports-reports/aviation/2021/a21p0018/a21p0018.htm,HTTPError 404,https://www.tsb.gc.ca/sites/default/files/rapports-reports/aviation/A21P0018/eng/a21p0018.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/42__2022__TSB-Canada__Bell-212__TSB-A21P0018-Collision-Terrain-Bowen-Island.pdf,a4r111-recovered-pool-txt/42__2022__TSB-Canada__Bell-212__TSB-A21P0018-Collision-Terrain-Bowen-Island.txt,TXT_EXTRACTED,TSB site restructured. Note: location is Bowen Island not Campbell River.
A4R111,45,US Airways Flight 1549 – NRC Lessons Learned Summary,Airbus A320-214,2010,https://www.nrc.gov/docs/ml1122/ml11228a218.pdf,timeout,https://www.nrc.gov/docs/ML1122/ML11228A218.pdf,SECONDARY_SOURCE_ONLY,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,NRC website timed out from environment. This is a secondary source (safety culture case study).
NEW50,NEW50-5,Spanair Flight JK5022 – MD-82 EC-HFP Madrid 2008 (CIAIAC A-032/2008),MD-82,2011,https://www.icao.int/sites/default/files/safety/airnavigation/AIG/Documents/Safety-Recommendations-to-ICAO/Final-Reports/08100370.pdf,HTTPError 404,https://www.fomento.gob.es/recursos_mfom/pdf/EC47A855-B098-409E-B4C8-9A6DD0D0969F/107087/2008_032_A_ENG.pdf,OFFICIAL_PDF,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,CIAIAC English PDF URL confirmed but server returned 503 at attempt time. Retry.
NEW50,NEW50-7,Gol Flight 1907 – Mid-air Collision PR-GTD / N600XL (CENIPA),Boeing 737-8EH / Legacy 600,2008,https://www.icao.int/sites/default/files/safety/airnavigation/AIG/Documents/Safety-Recommendations-to-ICAO/Synopsis/06003860_Syn.pdf,HTTPError 404,https://asn.flightsafety.org/reports/2006/20060929_B738_PR-GTD.pdf,SECONDARY_SOURCE_ONLY,MEDIUM,YES,DOWNLOADED,a4r111-recovered-pool/NEW50-7__2008__CENIPA-Brazil__Boeing-737-8EH__Gol-1907-ASN-mirror.pdf,a4r111-recovered-pool-txt/NEW50-7__2008__CENIPA-Brazil__Boeing-737-8EH__Gol-1907-ASN-mirror.txt,TXT_EXTRACTED,Original CENIPA site dead. Downloaded from ASN mirror. Archived CENIPA original exists at web.archive.org.
NEW50,NEW50-8,Lion Air Flight JT610 – Boeing 737 MAX 8 PK-LQP (KNKT),Boeing 737 MAX 8,2019,https://knkt.dephub.go.id/knkt/ntsc_aviation/baru/Final%20Report%20PK-LQP.pdf,Operation timed out,https://downloads.regulations.gov/FAA-2024-0159-0002/attachment_11.pdf,SECONDARY_SOURCE_ONLY,MEDIUM,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,KNKT website unreachable. Complete report copy on regulations.gov (FAA docket). SOURCE_RECHECK_REQUIRED for official KNKT hosting.
NEW50,NEW50-9,Ethiopian Airlines Flight 302 – Boeing 737 MAX 8 ET-AVJ (EAIB),Boeing 737 MAX 8,2022,https://www.ecaa.gov.et/media/attachement/ET302%20Final%20Report.pdf,HTTPError 404,https://skybrary.aero/sites/default/files/bookshelf/29019.pdf,SECONDARY_SOURCE_ONLY,MEDIUM,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,EAIB official website not serving report. Skybrary has full mirror. SOURCE_RECHECK_REQUIRED for official Ethiopian government URL.
NEW50,NEW50-10,Turkish Airlines Flight 1951 – Boeing 737-800 Poldercrash (Dutch Safety Board),Boeing 737-800,2010,https://www.onderzoeksraad.nl/en/page/4172/crash-near-schiphol-airport-boeing-737-800-turkish-airlines,HTTPError 404,https://www.onderzoeksraad.nl/en/onderzoek/turkish-airlines-crash-bij-schiphol,OFFICIAL_HTML,MEDIUM,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,DSB site restructured. Investigation page exists but direct PDF URL (Rapport_TA_ENG_web.pdf) returned 404. Navigate manually.
NEW50,NEW50-11,Delta Air Lines Flight 191 – NTSB AAR-86/05 (NEW50 duplicate),Lockheed L-1011 TriStar,1986,https://commons.wikimedia.org/wiki/File:Delta-Air-Lines-Flight-191-NTSB-Final-Report-AAR-86-05.pdf,TXT_EXTRACTION_FAILED_OR_SKIPPED,https://www.ntsb.gov/investigations/AccidentReports/Reports/AAR8605.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.pdf,a4r111-recovered-pool-txt/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.txt,TXT_EXTRACTION_FAILED,Same as candidateId 40 batch A4R111. Scanned PDF.
NEW50,NEW50-13,Eastern Air Lines Flight 401 – NTSB AAR-73-14 (NEW50 duplicate),Lockheed L-1011-1,1973,https://www.faa.gov/sites/faa.gov/files/2022-11/Eastern_Air_Lines_Flight_401_Accident_Report.pdf,HTTPError 404,https://www.ntsb.gov/investigations/AccidentReports/Reports/AAR7314.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/38__1973__NTSB-USA__Lockheed-L-1011-1__NTSB-AAR-73-14-Eastern-401.pdf,a4r111-recovered-pool-txt/38__1973__NTSB-USA__Lockheed-L-1011-1__NTSB-AAR-73-14-Eastern-401.txt,TXT_EXTRACTION_FAILED,Same as candidateId 38 batch A4R111. Scanned PDF.
NEW50,NEW50-16,Qantas Flight 32 – A380 VH-OQA (NEW50 duplicate),Airbus A380-842,2013,https://www.atsb.gov.au/news/2022/flight-uncontained-engine-failure-airbus-a380,timeout,https://www.atsb.gov.au/publications/investigation_reports/2010/aair/ao-2010-089,OFFICIAL_DATABASE_PAGE,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,Same as candidateId 41 batch A4R111. ATSB unreachable.
NEW50,NEW50-17,Air Canada Flight 143 – Gimli Glider Boeing 767-233,Boeing 767-233,1985,https://aviation-safety.net/reports/1983/19830723-0_B762_C-GAUN.pdf,HTTPError 404,,SECONDARY_SOURCE_ONLY,LOW,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,No live Canadian government source. Report by Aviation Safety Board Canada (pre-TSB). Only ASN/third-party copies exist. SOURCE_RECHECK_REQUIRED.
NEW50,NEW50-19,Cougar Helicopters Flight 91 – Sikorsky S-92A (NEW50 duplicate),Sikorsky S-92A,2011,https://www.bst-tsb.gc.ca/eng/rapports-reports/aviation/2009/a09a0016/A09A0016.pdf,HTTPError 404,https://www.tsb.gc.ca/sites/default/files/rapports-reports/aviation/A09A0016/eng/A09A0016.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/34__2011__TSB-Canada__Sikorsky-S-92A__TSB-A09A0016-Cougar-S-92A.pdf,a4r111-recovered-pool-txt/34__2011__TSB-Canada__Sikorsky-S-92A__TSB-A09A0016-Cougar-S-92A.txt,TXT_EXTRACTED,Same as candidateId 34 batch A4R111.
NEW50,NEW50-20,Pel-Air VH-NGA Norfolk Island (NEW50 duplicate),IAI Westwind 1124A,2017,https://www.atsb.gov.au/investigations/ao-2009-072,timeout,https://www.atsb.gov.au/publications/investigation_reports/2009/aair/ao-2009-072,OFFICIAL_DATABASE_PAGE,MEDIUM,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,Same as candidateId 35 batch A4R111. ATSB unreachable.
NEW50,NEW50-22,Eurocopter AS332 L2 Super Puma G-REDL – North Sea 2009 (AAIB 2/2011),Eurocopter AS332 L2 Super Puma,2011,https://www.gov.uk/aaib-reports/2-2011-eurocopter-as332-l2-super-puma-g-redl-1-april-2009,HTTPError 404,https://www.gov.uk/aaib-reports/2-2011-aerospatiale-eurocopter-as332-l2-super-puma-g-redl-1-april-2009,OFFICIAL_HTML,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/NEW50-22__2011__AAIB-UK__Eurocopter-AS332-L2-Super-Puma__G-REDL-AAIB-2-2011.html,a4r111-recovered-pool-txt/NEW50-22__2011__AAIB-UK__Eurocopter-AS332-L2-Super-Puma__G-REDL-AAIB-2-2011.txt,TXT_EXTRACTED,AAIB UK URL updated (added aerospatiale- prefix). HTML extracted successfully.
NEW50,NEW50-24,TSB A13W0070 – Bell 206B C-FZWB Fort McMurray,Bell 206B,2015,https://www.tsb.gc.ca/eng/rapports-reports/aviation/2013/a13w0070/a13w0070.htm,HTTPError 404,https://www.tsb.gc.ca/sites/default/files/rapports-reports/aviation/A13W0070/eng/a13w0070.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/NEW50-24__2015__TSB-Canada__Bell-206B__TSB-A13W0070-Bell-206B-Fort-McMurray.pdf,a4r111-recovered-pool-txt/NEW50-24__2015__TSB-Canada__Bell-206B__TSB-A13W0070-Bell-206B-Fort-McMurray.txt,TXT_EXTRACTED,TSB site restructured.
NEW50,NEW50-25,Bell UH-1H VH-UVC Anna Bay NSW (ATSB AO-2019-050),Bell UH-1H,2021,https://www.atsb.gov.au/publications/investigation_reports/2019/aair/ao-2019-050,timeout,https://www.atsb.gov.au/sites/default/files/media/5779863/ao-2019-050-final.pdf,OFFICIAL_PDF,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,ATSB website unreachable. PDF URL confirmed via search.
NEW50,NEW50-26,AW139 VH-EXK loss of control near Longford VIC (ATSB AO-2024-045),Leonardo AW139,2025,https://www.atsb.gov.au/news/2025/spatial-disorientation-after-losing-visual-reference,timeout,https://www.atsb.gov.au/sites/default/files/2025-05/AO-2024-045-Final.pdf,OFFICIAL_PDF,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,ATSB unreachable. Final report published 20 May 2025. Case ID is AO-2024-045 (not in original manifest).
NEW50,NEW50-27,AB-2024-051 – AW139 VFR into IMC near Sydney Airport,Leonardo AW139,2024,https://www.atsb.gov.au/occurrence-briefs/ab-2024-051,timeout,https://www.atsb.gov.au/publications/occurrence-briefs/2025/aviation/vfr-imc-involving-leonardo-helicopters-aw139-11-km-east-north-east-sydney-airport-6-december-2024,OFFICIAL_HTML,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,ATSB unreachable. This is an occurrence brief (web page), not a full investigation report.
NEW50,NEW50-28,AS350 B2 C-FYDA Griffith Island (NEW50 duplicate),Airbus AS350 B2,2024,https://www.tsb.gc.ca/eng/rapports-reports/aviation/2021/A21C0038/A21C0038.htm,HTTPError 404,https://www.tsb.gc.ca/sites/default/files/rapports-reports/aviation/A21C0038/eng/a21c0038.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/27__2024__TSB-Canada__Airbus-AS350-B2__TSB-A21C0038-AS350-Griffith-Island.pdf,a4r111-recovered-pool-txt/27__2024__TSB-Canada__Airbus-AS350-B2__TSB-A21C0038-AS350-Griffith-Island.txt,TXT_EXTRACTED,Same as candidateId 27 batch A4R111.
NEW50,NEW50-32,AS350 B3e F-GMPC – Mont Blanc 2013 (BEA),Airbus AS350 B3e,2014,https://bea.aero/en/investigation-reports/notified-events/detail/accident-on-23082013-in-chamonix-haute-savoie-to-the-helicopter-registered-f-gmpc/,HTTPError 404,,NOT_FOUND,LOW,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,Registration F-GMPC not found in any aviation database. Likely incorrect registration in source data. Verify with source CSV. SOURCE_RECHECK_REQUIRED.
NEW50,NEW50-33,ATR 72-212A EP-ATS – Shiraz/Yasouj 2018 (Iran AAIB),ATR 72-212,2020,https://reports.aviation-safety.net/2018/20180218-0_AT72_EP-ATS.pdf,DNS error,,SECONDARY_SOURCE_ONLY,LOW,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,No official Iranian government URL found. BEA page exists but doesn't host PDF. SOURCE_RECHECK_REQUIRED.
NEW50,NEW50-34,Air France A320-111 F-GFKC – Habsheim 1988 (BEA),Airbus A320-111,1989,https://skybrary.aero/bookshelf/1123.pdf,HTTPError 403,https://www.bea.aero/docspa/1988/f-kc880626/pdf/f-kc880626.pdf,OFFICIAL_PDF,HIGH,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,BEA URL confirmed by search but returned 404 at download attempt. BEA docspa path may have changed.
NEW50,NEW50-35,UPS Airlines Flight 6 – Boeing 747-44AF N571UP Dubai (GCAA UAE),Boeing 747-44AF,2013,https://www.gcaa.gov.ae/en/ePublication/admin/iradmin/Lists/Accident%20Reports/Attachments/40/UPS6%20Final%20Accident%20Report.pdf,HTTPError 404,https://www.caa.co.uk/media/rennukwk/gcaa-inflight-fire-b747-03-09-10.pdf,OFFICIAL_PDF,HIGH,YES,DOWNLOADED,a4r111-recovered-pool/NEW50-35__2013__GCAA-UAE__Boeing-747-44AF__UPS6-CAA-UK-mirror.pdf,a4r111-recovered-pool-txt/NEW50-35__2013__GCAA-UAE__Boeing-747-44AF__UPS6-CAA-UK-mirror.txt,TXT_EXTRACTED,GCAA original URL 404'd. Downloaded UK CAA mirror of the official GCAA report. Content identical.
NEW50,NEW50-36,Asiana Cargo Flight 991 – Boeing 747-400F HL7604 Jeju (ARAIB Korea),Boeing 747-400F,2014,https://www.molit.go.kr/USR/policyTarget/m_33220/dtl.jsp?id=373,Connection reset,https://www.faa.gov/sites/faa.gov/files/2022-11/Asiana991_Final_Report.pdf,SECONDARY_SOURCE_ONLY,MEDIUM,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,ARAIB Korean website not English-accessible. FAA hosts English translation. SOURCE_RECHECK_REQUIRED for official Korean URL.
NEW50,NEW50-39,DHL Airbus A300B4-203F OO-DLL – Baghdad missile strike 2003,Airbus A300B4-203F,2004,https://skybrary.aero/bookshelf/2257.pdf,HTTPError 403,,SECONDARY_SOURCE_ONLY,LOW,NO,DOWNLOAD_FAILED,,,NOT_ATTEMPTED,No official investigation report exists publicly. ISASI 2004 paper is best source. Unlawful interference event under Coalition Provisional Authority. SOURCE_RECHECK_REQUIRED.
