intakeId,sourceTraversalId,eventId,eventKey,axis,nodeId,nodeOrder,exactQuestionTextPt,preliminaryAnswerStatus,preliminaryAnswerRationale,evidenceAnchor,authorDecisionRequired,allowedAuthorDecisionValues,authorDecision,authorDecisionRationale,effectIfAccepted,effectIfRejected,nextRequiredAction,notFinalClassification,poaClosureAllowed,selectedCodeAllowed,fixturePromotionAllowed,baselinePromotionAllowed,downstreamAllowed,sourcePhase
A4R187-NODE-0011,A4R186-TRAV-0011,0002,Comair 5191 LEX,O,O_ROOT,1,O que o operador estava tentando alcançar? Qual era a intenção ou o objetivo que o levou a cometer o ato inseguro?,EVIDENCE_INSUFFICIENT,"Objetivo imediato foi identificado, mas sem fechamento por node nesta fase.",COMAIR-A4R180-F1/F2/F3,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0012,A4R186-TRAV-0012,0002,Comair 5191 LEX,O,O_RULES,2,"O objetivo era consistente com as regras, regulamentos e procedimentos operacionais estabelecidos e também era consistente com um bom gerenciamento de riscos?",EVIDENCE_INSUFFICIENT,Consistencia completa com regras/SOP/risk management depende de decisao autoral por node.,COMAIR-A4R180-F1/F2/F3,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0013,A4R186-TRAV-0013,0002,Comair 5191 LEX,A,A_ROOT,1,Como o operador estava tentando atingir o objetivo?,EVIDENCE_INSUFFICIENT,"Metodo de execucao da acao foi descrito, mas sem branch fechado.",COMAIR-A4R180-F1/F2/F3,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0014,A4R186-TRAV-0014,0002,Comair 5191 LEX,A,A_IMPLEMENTED,2,A ação foi implementada como pretendida?,EVIDENCE_INSUFFICIENT,Branch de implementacao e adequacao de resposta requer decisao autoral por node.,COMAIR-A4R180-F1/F2/F3,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0015,A4R186-TRAV-0015,0003,American 1420 LIT,P,P_ROOT,1,O que o operador acreditou que estava acontecendo no ambiente com relação ao objetivo que pretendia alcançar?,EVIDENCE_INSUFFICIENT,Descricao de crença operacional precisa de delimitacao autoral.,AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0016,A4R186-TRAV-0016,0003,American 1420 LIT,P,P_ASSESSMENT,2,Avaliação correta ou adequada da situação?,EVIDENCE_SUPPORTS_NO,Evidencia aponta avaliacao inadequada da situacao no ponto de fuga.,AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0017,A4R186-TRAV-0017,0003,American 1420 LIT,P,P_CAPABILITY,3,Possuía a capacidade necessária para sentir e perceber a situação?,EVIDENCE_INSUFFICIENT,"Branch entre capacidade sensorial, conhecimento ou outra condicao nao foi fechado nesta fase.",AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0018,A4R186-TRAV-0018,0003,American 1420 LIT,O,O_ROOT,1,O que o operador estava tentando alcançar? Qual era a intenção ou o objetivo que o levou a cometer o ato inseguro?,EVIDENCE_INSUFFICIENT,"Objetivo imediato foi identificado, mas sem fechamento por node nesta fase.",AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0019,A4R186-TRAV-0019,0003,American 1420 LIT,O,O_RULES,2,"O objetivo era consistente com as regras, regulamentos e procedimentos operacionais estabelecidos e também era consistente com um bom gerenciamento de riscos?",EVIDENCE_INSUFFICIENT,Consistencia completa com regras/SOP/risk management depende de decisao autoral por node.,AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0020,A4R186-TRAV-0020,0003,American 1420 LIT,A,A_ROOT,1,Como o operador estava tentando atingir o objetivo?,EVIDENCE_INSUFFICIENT,"Metodo de execucao da acao foi descrito, mas sem branch fechado.",AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0021,A4R186-TRAV-0021,0003,American 1420 LIT,A,A_IMPLEMENTED,2,A ação foi implementada como pretendida?,EVIDENCE_INSUFFICIENT,Branch de implementacao e adequacao de resposta requer decisao autoral por node.,AA1420-A4R180-F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0022,A4R186-TRAV-0022,0006,UPS 1354 BHM,P,P_ROOT,1,O que o operador acreditou que estava acontecendo no ambiente com relação ao objetivo que pretendia alcançar?,EVIDENCE_INSUFFICIENT,Descricao de crença operacional precisa de delimitacao autoral.,UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0023,A4R186-TRAV-0023,0006,UPS 1354 BHM,P,P_ASSESSMENT,2,Avaliação correta ou adequada da situação?,EVIDENCE_SUPPORTS_NO,Evidencia aponta avaliacao inadequada da situacao no ponto de fuga.,UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0024,A4R186-TRAV-0024,0006,UPS 1354 BHM,P,P_CAPABILITY,3,Possuía a capacidade necessária para sentir e perceber a situação?,EVIDENCE_INSUFFICIENT,"Branch entre capacidade sensorial, conhecimento ou outra condicao nao foi fechado nesta fase.",UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0025,A4R186-TRAV-0025,0006,UPS 1354 BHM,O,O_ROOT,1,O que o operador estava tentando alcançar? Qual era a intenção ou o objetivo que o levou a cometer o ato inseguro?,EVIDENCE_INSUFFICIENT,"Objetivo imediato foi identificado, mas sem fechamento por node nesta fase.",UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0026,A4R186-TRAV-0026,0006,UPS 1354 BHM,O,O_RULES,2,"O objetivo era consistente com as regras, regulamentos e procedimentos operacionais estabelecidos e também era consistente com um bom gerenciamento de riscos?",EVIDENCE_INSUFFICIENT,Consistencia completa com regras/SOP/risk management depende de decisao autoral por node.,UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0027,A4R186-TRAV-0027,0006,UPS 1354 BHM,A,A_ROOT,1,Como o operador estava tentando atingir o objetivo?,EVIDENCE_INSUFFICIENT,"Metodo de execucao da acao foi descrito, mas sem branch fechado.",UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0028,A4R186-TRAV-0028,0006,UPS 1354 BHM,A,A_IMPLEMENTED,2,A ação foi implementada como pretendida?,EVIDENCE_INSUFFICIENT,Branch de implementacao e adequacao de resposta requer decisao autoral por node.,UPS1354-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0029,A4R186-TRAV-0029,0017,United 173 PDX,P,P_ROOT,1,O que o operador acreditou que estava acontecendo no ambiente com relação ao objetivo que pretendia alcançar?,EVIDENCE_INSUFFICIENT,Descricao de crença operacional precisa de delimitacao autoral.,UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0030,A4R186-TRAV-0030,0017,United 173 PDX,P,P_ASSESSMENT,2,Avaliação correta ou adequada da situação?,EVIDENCE_SUPPORTS_NO,Evidencia aponta avaliacao inadequada da situacao no ponto de fuga.,UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0031,A4R186-TRAV-0031,0017,United 173 PDX,P,P_CAPABILITY,3,Possuía a capacidade necessária para sentir e perceber a situação?,EVIDENCE_INSUFFICIENT,"Branch entre capacidade sensorial, conhecimento ou outra condicao nao foi fechado nesta fase.",UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0032,A4R186-TRAV-0032,0017,United 173 PDX,O,O_ROOT,1,O que o operador estava tentando alcançar? Qual era a intenção ou o objetivo que o levou a cometer o ato inseguro?,EVIDENCE_INSUFFICIENT,"Objetivo imediato foi identificado, mas sem fechamento por node nesta fase.",UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0033,A4R186-TRAV-0033,0017,United 173 PDX,O,O_RULES,2,"O objetivo era consistente com as regras, regulamentos e procedimentos operacionais estabelecidos e também era consistente com um bom gerenciamento de riscos?",EVIDENCE_INSUFFICIENT,Consistencia completa com regras/SOP/risk management depende de decisao autoral por node.,UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0034,A4R186-TRAV-0034,0017,United 173 PDX,A,A_ROOT,1,Como o operador estava tentando atingir o objetivo?,EVIDENCE_INSUFFICIENT,"Metodo de execucao da acao foi descrito, mas sem branch fechado.",UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
A4R187-NODE-0035,A4R186-TRAV-0035,0017,United 173 PDX,A,A_IMPLEMENTED,2,A ação foi implementada como pretendida?,EVIDENCE_INSUFFICIENT,Branch de implementacao e adequacao de resposta requer decisao autoral por node.,UNITED-173-A4R180-F1/F2/F3/F4,true,ACCEPT_NODE_ANSWER|REJECT_NODE_ANSWER|NEEDS_MORE_EVIDENCE|BRANCH_BLOCKED|AXIS_TRAVERSAL_BLOCKED,PENDING_AUTHOR_DECISION,,Maintain preliminary answer as author-accepted node record for A4R188.,Replace preliminary node answer and register updated rationale in A4R188.,Collect author decision and rationale; then record node outcome in A4R188.,true,false,false,false,false,false,A4R186
