axis,nodeOrder,nodeId,nodeIdType,exactQuestionTextPt,exactQuestionTextEn,branchCondition,nextNodeHint,canonicalStatus,usableForTraversal,notes
P,3,P_CAPABILITY,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,Possuía a capacidade necessária para sentir e perceber a situação?,Had the pre-requisite capability to sense and perceive the situation?,NÃO_CONHECIMENTO,LEAF:P-C,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,3,P_CAPABILITY,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,Possuía a capacidade necessária para sentir e perceber a situação?,Had the pre-requisite capability to sense and perceive the situation?,SIM,NEXT_NODE:P_TIME_PRESSURE,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,4,P_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo percebida era excessiva?,Time pressure excessive?,SIM_ATENCAO,LEAF:P-D,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,4,P_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo percebida era excessiva?,Time pressure excessive?,SIM_GERENCIAMENTO,LEAF:P-E,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,4,P_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo percebida era excessiva?,Time pressure excessive?,NÃO,NEXT_NODE:P_INFORMATION_AMBIGUOUS,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,5,P_INFORMATION_AMBIGUOUS,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A informação era ilusória ou ambígua?,Information illusory or ambiguous?,SIM,LEAF:P-F,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,5,P_INFORMATION_AMBIGUOUS,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A informação era ilusória ou ambígua?,Information illusory or ambiguous?,NÃO,NEXT_NODE:P_INFORMATION_AVAILABLE,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,6,P_INFORMATION_AVAILABLE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A informação estava disponível e correta?,Information available and correct?,SIM,LEAF:P-G,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
P,6,P_INFORMATION_AVAILABLE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A informação estava disponível e correta?,Information available and correct?,NÃO,LEAF:P-H,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,1,A_ROOT,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,Como o operador estava tentando atingir o objetivo?,How was the operator trying to achieve the goal(s)?,START,NEXT_NODE:A_IMPLEMENTED,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,2,A_IMPLEMENTED,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A ação foi implementada como pretendida?,Implemented as intended?,NÃO_DESLIZE_LAPSO_ERRO,LEAF:A-C,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,2,A_IMPLEMENTED,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A ação foi implementada como pretendida?,Implemented as intended?,NÃO_FEEDBACK,LEAF:A-B,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,2,A_IMPLEMENTED,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A ação foi implementada como pretendida?,Implemented as intended?,SIM,NEXT_NODE:A_CORRECT,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,3,A_CORRECT,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A ação foi a correta ou adequada?,Correct or adequate?,SIM,LEAF:A-A,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,3,A_CORRECT,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A ação foi a correta ou adequada?,Correct or adequate?,NÃO,NEXT_NODE:A_CAPABILITY,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,4,A_CAPABILITY,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,"O operador ou a tripulação possuía o pré-requisito de capacidade, conhecimento ou habilidades necessárias para formar e implementar uma ação apropriada para a situação?",Had the pre-requisite capability to make a response?,NÃO_INABILIDADE,LEAF:A-D,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,4,A_CAPABILITY,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,"O operador ou a tripulação possuía o pré-requisito de capacidade, conhecimento ou habilidades necessárias para formar e implementar uma ação apropriada para a situação?",Had the pre-requisite capability to make a response?,NÃO_CONHECIMENTO,LEAF:A-E,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,4,A_CAPABILITY,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,"O operador ou a tripulação possuía o pré-requisito de capacidade, conhecimento ou habilidades necessárias para formar e implementar uma ação apropriada para a situação?",Had the pre-requisite capability to make a response?,SIM,NEXT_NODE:A_TIME_PRESSURE,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,5,A_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo era realmente excessiva?,Time pressure excessive?,NÃO_SELECAO,LEAF:A-F,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,5,A_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo era realmente excessiva?,Time pressure excessive?,NÃO_FEEDBACK,LEAF:A-G,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,5,A_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo era realmente excessiva?,Time pressure excessive?,SIM_GERENCIAMENTO,LEAF:A-H,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,5,A_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo era realmente excessiva?,Time pressure excessive?,SIM_SELECAO,LEAF:A-I,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
A,5,A_TIME_PRESSURE,TECHNICAL_STABLE_ID_NOT_ORIGINAL_SOURCE_ID,A pressão do tempo era realmente excessiva?,Time pressure excessive?,SIM_FEEDBACK,LEAF:A-J,CANONICAL_QUESTION_TREE_ASSET_ACTIVE,true,"technicalStableId, not original source id; notOriginalSourceId=true"
